納入申告書_特例申告（定率）,,,,,,,,,,,
"「必須」欄の凡例
○：必須項目　　　　　　　必ず値を設定してください。
△：条件付き必須項目　　　他の項目の設定内容により設定が必須となります。条件について、各項目の「備考」欄を参照してください。
－：入力不要項目　　　　　システムが自動で設定する項目のため、値を設定しない。項目区切りを表す"",""(カンマ)は必要ですのでご注意ください。
空白：任意入力項目　　　　設定は任意です。値を設定しない場合でも、項目区切りを表す"",""(カンマ)が必要ですのでご注意ください。

「文字属性」欄の凡例
全角：【全角】eLTAXで使用できる全角文字( https://www.eltax.lta.go.jp/eltax/chuuijikou/moji/ )を入力する。（℃、Å、⌒、★、☆、♀、♂、♪、♭、♯は使用不可）
半角：【半角】英数字、記号を入力する。
数字：【半角】数字を入力する。",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
No.,CSV項目名称,データの意味,入力文字,,,,コードID,備考,,,
,,,必須,型,文字属性,文字数,,,,,
103,納入税額－行為年月２－申告区分１【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
104,納入税額－行為年月２【申告区分２】,,,,全角,50,,,,,
105,納入税額－行為年月２－申告区分２【宿泊料金の総額】,,,,数字,11,,,,,
106,納入税額－行為年月２－申告区分２【宿泊者数】,,,,数字,8,,,,,
107,納入税額－行為年月２－申告区分２【宿泊料金】,,,,数字,13,,,,,
108,納入税額－行為年月２－申告区分２【税率】,"整数部最大2桁、小数点1桁、小数点以下2桁の最大5桁の数字を記録する。
10.05％の場合、10.05と設定する。",,,数字,12,,"0.01～99.99(%)の範囲内であること。
各地方団体が設定した税率を記録する。",,,
109,納入税額－行為年月２－申告区分２【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
110,納入税額－行為年月２【申告区分３】,,,,全角,50,,,,,
111,納入税額－行為年月２－申告区分３【宿泊料金の総額】,,,,数字,11,,,,,
112,納入税額－行為年月２－申告区分３【宿泊者数】,,,,数字,8,,,,,
113,納入税額－行為年月２－申告区分３【宿泊料金】,,,,数字,13,,,,,
114,納入税額－行為年月２－申告区分３【税率】,"整数部最大2桁、小数点1桁、小数点以下2桁の最大5桁の数字を記録する。
10.05％の場合、10.05と設定する。",,,数字,12,,"0.01～99.99(%)の範囲内であること。
各地方団体が設定した税率を記録する。",,,
115,納入税額－行為年月２－申告区分３【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
116,納入税額－行為年月２【申告区分４】,,,,全角,50,,,,,
117,納入税額－行為年月２－申告区分４【宿泊料金の総額】,,,,数字,11,,,,,
118,納入税額－行為年月２－申告区分４【宿泊者数】,,,,数字,8,,,,,
119,納入税額－行為年月２－申告区分４【宿泊料金】,,,,数字,13,,,,,
120,納入税額－行為年月２－申告区分４【税率】,"整数部最大2桁、小数点1桁、小数点以下2桁の最大5桁の数字を記録する。
10.05％の場合、10.05と設定する。",,,数字,12,,"0.01～99.99(%)の範囲内であること。
各地方団体が設定した税率を記録する。",,,
121,納入税額－行為年月２－申告区分４【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
122,納入税額－行為年月２【申告区分５】,,,,全角,50,,,,,
123,納入税額－行為年月２－申告区分５【宿泊料金の総額】,,,,数字,11,,,,,
124,納入税額－行為年月２－申告区分５【宿泊者数】,,,,数字,8,,,,,
125,納入税額－行為年月２－申告区分５【宿泊料金】,,,,数字,13,,,,,
126,納入税額－行為年月２－申告区分５【税率】,"整数部最大2桁、小数点1桁、小数点以下2桁の最大5桁の数字を記録する。
10.05％の場合、10.05と設定する。",,,数字,12,,"0.01～99.99(%)の範囲内であること。
各地方団体が設定した税率を記録する。",,,
127,納入税額－行為年月２－申告区分５【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
128,納入税額－行為年月２【申告区分６】,,,,全角,50,,,,,
129,納入税額－行為年月２－申告区分６【宿泊料金の総額】,,,,数字,11,,,,,
130,納入税額－行為年月２－申告区分６【宿泊者数】,,,,数字,8,,,,,
131,納入税額－行為年月２－申告区分６【宿泊料金】,,,,数字,13,,,,,
132,納入税額－行為年月２－申告区分６【税率】,"整数部最大2桁、小数点1桁、小数点以下2桁の最大5桁の数字を記録する。
10.05％の場合、10.05と設定する。",,,数字,12,,"0.01～99.99(%)の範囲内であること。
各地方団体が設定した税率を記録する。",,,
133,納入税額－行為年月２－申告区分６【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
134,納入税額－行為年月２【申告区分７】,,,,全角,50,,,,,
135,納入税額－行為年月２－申告区分７【宿泊料金の総額】,,,,数字,11,,,,,
136,納入税額－行為年月２－申告区分７【宿泊者数】,,,,数字,8,,,,,
137,納入税額－行為年月２－申告区分７【宿泊料金】,,,,数字,13,,,,,
138,納入税額－行為年月２－申告区分７【税率】,"整数部最大2桁、小数点1桁、小数点以下2桁の最大5桁の数字を記録する。
10.05％の場合、10.05と設定する。",,,数字,12,,"0.01～99.99(%)の範囲内であること。
各地方団体が設定した税率を記録する。",,,
139,納入税額－行為年月２－申告区分７【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
140,納入税額－行為年月２【申告区分８】,,,,全角,50,,,,,
141,納入税額－行為年月２－申告区分８【宿泊料金の総額】,,,,数字,11,,,,,
142,納入税額－行為年月２－申告区分８【宿泊者数】,,,,数字,8,,,,,
143,納入税額－行為年月２－申告区分８【宿泊料金】,,,,数字,13,,,,,
144,納入税額－行為年月２－申告区分８【税率】,"整数部最大2桁、小数点1桁、小数点以下2桁の最大5桁の数字を記録する。
10.05％の場合、10.05と設定する。",,,数字,12,,"0.01～99.99(%)の範囲内であること。
各地方団体が設定した税率を記録する。",,,
145,納入税額－行為年月２－申告区分８【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
146,納入税額－行為年月２【申告区分９】,,,,全角,50,,,,,
147,納入税額－行為年月２－申告区分９【宿泊料金の総額】,,,,数字,11,,,,,
148,納入税額－行為年月２－申告区分９【宿泊者数】,,,,数字,8,,,,,
149,納入税額－行為年月２－申告区分９【宿泊料金】,,,,数字,13,,,,,
150,納入税額－行為年月２－申告区分９【税率】,"整数部最大2桁、小数点1桁、小数点以下2桁の最大5桁の数字を記録する。
10.05％の場合、10.05と設定する。",,,数字,12,,"0.01～99.99(%)の範囲内であること。
各地方団体が設定した税率を記録する。",,,
151,納入税額－行為年月２－申告区分９【税額】,,,,数字,13,,"宿泊料金×税率÷100の計算結果を記録する。
小数点以下は切り捨てする。",,,
152,納入税額－行為年月２【申告区分１０】,,,,全角,50,,,,,
