,,プロジェクト名,宿泊税 LGWAN-ASPシステム開発,作成者,亀井,
画面項目一覧表,,画面物理名,shiteiGassanConfig,作成日,2026/7/3,
,,画面論理名,指定番号・合算指定番号設定・照会,更新日,,
,,,,,,
No.,項目名,DBテーブル,DBカラム,部品の種類,有効,備考
1,指定番号,m_jichitai,shitei_st_char,テキストボックス,〇,
2,合算指定番号,m_jichitai,gassan_st_char,テキストボックス,○,
3,登録(更新)する,ー,ー,ボタン,〇,"該当カラムのみupdateする
表記は登録画面では登録する/編集画面では更新する"
4,編集する,ー,ー,ボタン,○,照会画面でのみ表示
5,一覧に戻る,ー,ー,ボタン,〇,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
