,,プロジェクト名,宿泊税 LGWAN-ASPシステム開発,作成者,亀井,
画面項目一覧表,,画面物理名,m_role_user,作成日,2026/4/22,
,,画面論理名,権限付与ユーザー一覧,更新日,,
,,,,,,
No.,項目名,DBテーブル,DBカラム,部品の種類,有効,備考
1,権限名,m_role,name,テーブルカラム,×,
2,ユーザー名,m_user,"name
role_id",チェックボックス,〇,"システムに登録されたすべてのユーザーを表示する
権限が付与されていればチェックが入る"
3,更新する,ー,ー,ボタン,〇,
4,閉じる,ー,ー,ボタン,〇,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
